M_HBUSREQ,M_HADDR,M_HTRANS,M_HSIZE,M_HBURST,M_HPROT,M_HLOCK,M_HWRITE,M_HWDATA,Coverage
1,385,0,0,0,0,0,1,4607,0
0,230,0,0,0,0,0,0,3834,0
1,252,0,0,0,0,0,0,3259,0
0,82,0,0,0,0,0,0,377,0
0,393,0,0,0,0,0,0,1856,0
1,339,0,0,0,0,0,0,613,0
1,89,0,0,0,0,0,0,2371,1
0,263,0,0,0,0,0,1,405,0
1,219,0,0,0,0,0,1,4065,0
0,210,0,0,0,0,0,0,701,0
0,104,0,0,0,0,0,0,4500,0
1,270,0,0,0,0,0,0,494,0
0,289,0,0,0,0,0,0,3560,0
1,64,0,0,0,0,0,0,2289,0
0,322,0,0,0,0,0,0,1086,0
1,222,0,0,0,0,0,1,2563,0
1,357,0,0,0,0,0,1,4810,0
1,57,0,0,0,0,0,1,504,0
0,332,0,0,0,0,0,0,3179,0
0,95,0,0,0,0,0,1,2439,0
1,208,0,0,0,0,0,0,1620,0
1,256,0,0,0,0,0,1,2656,0
0,383,0,0,0,0,0,0,2664,0
0,126,0,0,0,0,0,0,1988,0
0,163,0,0,0,0,0,0,3282,0
0,174,0,0,0,0,0,1,4997,0
1,93,0,0,0,0,0,1,3070,0
1,165,0,0,0,0,0,1,7,0
0,308,0,0,0,0,0,0,4556,0
1,132,0,0,0,0,0,1,368,0
1,74,0,0,0,0,0,0,4731,0
0,346,0,0,0,0,0,0,1916,0
0,125,0,0,0,0,0,0,1040,0
0,210,0,0,0,0,0,1,4588,0
0,282,0,0,0,0,0,1,2704,0
1,156,0,0,0,0,0,1,506,0
0,170,0,0,0,0,0,0,4342,0
0,4,0,0,0,0,0,1,3264,0
1,239,0,0,0,0,0,0,1392,0
0,266,0,0,0,0,0,0,3069,0
1,161,0,0,0,0,0,1,975,0
0,76,0,0,0,0,0,0,21,0
0,333,0,0,0,0,0,0,3110,0
1,298,0,0,0,0,0,1,1956,0
1,76,0,0,0,0,0,0,4844,0
0,54,0,0,0,0,0,0,473,0
0,346,0,0,0,0,0,1,1450,0
0,183,0,0,0,0,0,1,249,0
0,269,0,0,0,0,0,0,787,0
1,152,0,0,0,0,0,0,318,0
0,8,0,0,0,0,0,1,444,0
1,202,0,0,0,0,0,1,3495,0
0,20,0,0,0,0,0,1,2515,0
0,0,0,0,0,0,0,1,1631,0
1,94,0,0,0,0,0,0,4139,0
0,54,0,0,0,0,0,0,2925,0
1,41,0,0,0,0,0,1,1042,0
0,180,0,0,0,0,0,0,3505,0
0,280,0,0,0,0,0,0,2349,0
0,186,0,0,0,0,0,1,1696,0
0,249,0,0,0,0,0,1,393,0
0,343,0,0,0,0,0,1,3770,0
1,210,0,0,0,0,0,0,2367,0
0,327,0,0,0,0,0,0,2381,0
1,67,0,0,0,0,0,0,1956,0
1,366,0,0,0,0,0,1,1049,0
1,130,0,0,0,0,0,1,3216,0
0,177,0,0,0,0,0,0,4677,0
1,137,0,0,0,0,0,1,3129,0
0,59,0,0,0,0,0,1,2662,0
0,358,0,0,0,0,0,1,4871,0
0,3,0,0,0,0,0,1,1536,0
1,8,0,0,0,0,0,0,831,0
0,6,0,0,0,0,0,0,1852,0
0,39,0,0,0,0,0,0,3863,0
1,352,0,0,0,0,0,0,2833,0
0,31,0,0,0,0,0,0,3372,0
0,42,0,0,0,0,0,0,2062,0
0,356,0,0,0,0,0,1,4063,0
1,153,0,0,0,0,0,1,665,0
1,349,0,0,0,0,0,1,3649,0
1,366,0,0,0,0,0,0,848,0
1,213,0,0,0,0,0,0,2908,1
1,58,0,0,0,0,0,1,1483,0
1,262,0,0,0,0,0,1,4024,0
0,95,0,0,0,0,0,1,1154,0
1,386,0,0,0,0,0,0,1797,0
1,100,0,0,0,0,0,1,4695,0
1,238,0,0,0,0,0,0,1,1
0,14,0,0,0,0,0,0,659,0
1,224,0,0,0,0,0,0,2033,0
0,217,0,0,0,0,0,0,616,0
1,390,0,0,0,0,0,0,2125,0
0,309,0,0,0,0,0,1,1631,0
0,399,0,0,0,0,0,1,201,0
1,333,0,0,0,0,0,0,3593,0
1,157,0,0,0,0,0,1,4818,0
0,39,0,0,0,0,0,0,3674,0
1,277,0,0,0,0,0,1,55,0
0,396,0,0,0,0,0,0,2326,0
0,78,0,0,0,0,0,0,4513,0
1,23,0,0,0,0,0,0,849,0
0,209,0,0,0,0,0,1,235,0
0,64,0,0,0,0,0,1,3794,0
1,303,0,0,0,0,0,0,4963,0
0,299,0,0,0,0,0,0,4510,0
0,303,0,0,0,0,0,0,150,0
0,182,0,0,0,0,0,0,4277,0
0,52,0,0,0,0,0,1,4563,0
1,255,0,0,0,0,0,1,2188,0
1,14,0,0,0,0,0,1,1845,0
1,206,0,0,0,0,0,0,1907,0
1,303,0,0,0,0,0,1,725,0
1,340,0,0,0,0,0,0,4095,0
0,79,0,0,0,0,0,1,2673,0
0,133,0,0,0,0,0,1,4868,0
0,266,0,0,0,0,0,0,2403,0
0,129,0,0,0,0,0,1,58,0
0,70,0,0,0,0,0,1,3897,0
1,219,0,0,0,0,0,1,73,0
0,190,0,0,0,0,0,0,481,0
0,80,0,0,0,0,0,0,135,0
1,63,0,0,0,0,0,0,1748,0
1,145,0,0,0,0,0,0,3326,0
0,130,0,0,0,0,0,1,4383,0
0,56,0,0,0,0,0,1,1492,0
0,387,0,0,0,0,0,0,2755,0
0,135,0,0,0,0,0,1,3099,0
1,176,0,0,0,0,0,0,1101,0
0,270,0,0,0,0,0,1,4029,0
0,292,0,0,0,0,0,0,215,0
1,124,0,0,0,0,0,1,2964,0
1,278,0,0,0,0,0,1,776,0
0,219,0,0,0,0,0,0,1385,0
0,223,0,0,0,0,0,0,4117,0
0,292,0,0,0,0,0,0,593,0
0,40,0,0,0,0,0,0,4821,0
0,241,0,0,0,0,0,0,4612,0
0,297,0,0,0,0,0,0,3656,0
0,314,0,0,0,0,0,1,3400,0
1,79,0,0,0,0,0,0,4595,0
1,117,0,0,0,0,0,0,2224,0
0,51,0,0,0,0,0,1,3808,0
0,107,0,0,0,0,0,1,3997,0
1,215,0,0,0,0,0,0,3332,0
1,190,0,0,0,0,0,1,1248,0
1,219,0,0,0,0,0,0,2098,1
1,326,0,0,0,0,0,1,4768,0
1,28,0,0,0,0,0,1,4065,0
1,259,0,0,0,0,0,0,1184,0
1,106,0,0,0,0,0,1,3513,0
1,193,0,0,0,0,0,0,4508,0
0,125,0,0,0,0,0,1,4493,0
0,208,0,0,0,0,0,1,3714,0
1,314,0,0,0,0,0,0,4565,0
1,329,0,0,0,0,0,1,888,0
1,21,0,0,0,0,0,0,604,1
0,201,0,0,0,0,0,0,867,0
1,330,0,0,0,0,0,0,2828,0
1,259,0,0,0,0,0,1,3084,0
0,257,0,0,0,0,0,1,511,0
1,350,0,0,0,0,0,1,997,0
1,53,0,0,0,0,0,0,3762,1
0,115,0,0,0,0,0,0,1101,0
1,91,0,0,0,0,0,0,3423,0
0,87,0,0,0,0,0,0,3524,0
1,156,0,0,0,0,0,1,4895,0
1,38,0,0,0,0,0,1,3408,0
0,60,0,0,0,0,0,0,142,0
0,165,0,0,0,0,0,0,1613,0
0,343,0,0,0,0,0,0,3243,0
1,75,0,0,0,0,0,0,1484,0
0,365,0,0,0,0,0,1,2893,0
1,139,0,0,0,0,0,1,4689,0
0,245,0,0,0,0,0,1,3151,0
0,69,0,0,0,0,0,0,3512,0
0,41,0,0,0,0,0,1,4248,0
1,196,0,0,0,0,0,0,800,0
1,274,0,0,0,0,0,1,2178,0
1,334,0,0,0,0,0,1,1206,0
1,383,0,0,0,0,0,0,4712,1
1,101,0,0,0,0,0,0,4253,0
0,14,0,0,0,0,0,0,2454,0
0,48,0,0,0,0,0,0,643,0
0,346,0,0,0,0,0,0,3809,0
0,307,0,0,0,0,0,1,3910,0
0,85,0,0,0,0,0,1,2497,0
0,43,0,0,0,0,0,0,3248,0
0,6,0,0,0,0,0,0,3118,0
1,78,0,0,0,0,0,0,4910,0
1,380,0,0,0,0,0,1,3539,0
1,68,0,0,0,0,0,0,365,1
0,294,0,0,0,0,0,0,103,0
0,84,0,0,0,0,0,1,2935,0
0,7,0,0,0,0,0,0,1096,0
1,276,0,0,0,0,0,1,4192,0
1,200,0,0,0,0,0,0,789,0
0,204,0,0,0,0,0,0,4921,0
0,31,0,0,0,0,0,1,4536,0
1,346,0,0,0,0,0,1,4346,0
0,31,0,0,0,0,0,1,287,0
0,348,0,0,0,0,0,1,128,0
1,289,0,0,0,0,0,0,4033,0
0,266,0,0,0,0,0,1,2688,0
1,137,0,0,0,0,0,0,602,0
1,338,0,0,0,0,0,1,4739,0
0,213,0,0,0,0,0,0,3735,0
0,85,0,0,0,0,0,1,491,0
0,161,0,0,0,0,0,1,3474,0
1,213,0,0,0,0,0,1,2212,0
0,334,0,0,0,0,0,0,3505,0
0,76,0,0,0,0,0,0,2286,0
1,76,0,0,0,0,0,1,1658,0
0,281,0,0,0,0,0,1,1120,0
1,13,0,0,0,0,0,1,2556,0
0,316,0,0,0,0,0,0,4996,0
0,229,0,0,0,0,0,0,2089,0
1,297,0,0,0,0,0,0,2310,0
0,129,0,0,0,0,0,0,3814,0
1,295,0,0,0,0,0,0,4813,0
1,75,0,0,0,0,0,0,3121,0
0,179,0,0,0,0,0,1,2537,0
0,280,0,0,0,0,0,0,2496,0
1,194,0,0,0,0,0,0,3688,0
0,226,0,0,0,0,0,0,2094,0
1,350,0,0,0,0,0,0,4994,0
1,69,0,0,0,0,0,0,2945,0
0,214,0,0,0,0,0,1,3083,0
1,82,0,0,0,0,0,1,969,0
1,393,0,0,0,0,0,1,3691,0
0,222,0,0,0,0,0,0,4929,0
0,329,0,0,0,0,0,1,2685,0
1,164,0,0,0,0,0,1,4933,0
0,141,0,0,0,0,0,1,1918,0
0,122,0,0,0,0,0,0,1470,0
0,353,0,0,0,0,0,0,2456,0
0,347,0,0,0,0,0,1,1849,0
0,27,0,0,0,0,0,1,2034,0
1,322,0,0,0,0,0,0,4613,0
0,357,0,0,0,0,0,0,4715,0
0,35,0,0,0,0,0,0,4342,0
1,357,0,0,0,0,0,1,3194,0
0,269,0,0,0,0,0,1,2920,0
0,395,0,0,0,0,0,1,2242,0
1,56,0,0,0,0,0,0,2351,0
0,12,0,0,0,0,0,0,3634,0
0,33,0,0,0,0,0,0,4334,0
0,364,0,0,0,0,0,1,319,0
1,331,0,0,0,0,0,1,766,0
0,5,0,0,0,0,0,1,1243,0
0,164,0,0,0,0,0,1,3514,0
0,238,0,0,0,0,0,1,354,0
1,30,0,0,0,0,0,0,4319,0
1,148,0,0,0,0,0,0,2288,1
1,200,0,0,0,0,0,0,1170,0
0,115,0,0,0,0,0,0,3975,0
0,231,0,0,0,0,0,0,1552,0
1,217,0,0,0,0,0,0,4955,0
1,94,0,0,0,0,0,0,1640,0
0,58,0,0,0,0,0,0,4860,0
1,377,0,0,0,0,0,1,4251,0
0,25,0,0,0,0,0,0,995,0
1,173,0,0,0,0,0,0,2070,0
0,398,0,0,0,0,0,1,3924,0
0,387,0,0,0,0,0,0,4577,0
1,182,0,0,0,0,0,0,2618,0
1,254,0,0,0,0,0,1,276,0
0,208,0,0,0,0,0,0,3290,0
0,165,0,0,0,0,0,1,2826,0
1,363,0,0,0,0,0,1,2961,0
1,262,0,0,0,0,0,1,2199,0
0,10,0,0,0,0,0,1,3338,0
0,12,0,0,0,0,0,1,3114,0
0,389,0,0,0,0,0,1,3218,0
0,7,0,0,0,0,0,1,484,0
0,154,0,0,0,0,0,0,4827,0
0,363,0,0,0,0,0,0,2542,0
0,258,0,0,0,0,0,0,2142,0
1,50,0,0,0,0,0,1,1797,0
1,248,0,0,0,0,0,1,654,0
1,294,0,0,0,0,0,0,1099,0
1,39,0,0,0,0,0,1,472,0
1,163,0,0,0,0,0,0,587,0
0,393,0,0,0,0,0,1,2779,0
1,270,0,0,0,0,0,0,202,0
0,189,0,0,0,0,0,0,731,0
1,179,0,0,0,0,0,1,3288,0
0,263,0,0,0,0,0,0,3789,0
0,40,0,0,0,0,0,0,2818,0
0,334,0,0,0,0,0,1,1417,0
1,164,0,0,0,0,0,0,339,0
1,359,0,0,0,0,0,0,1204,0
1,52,0,0,0,0,0,0,3149,0
0,101,0,0,0,0,0,1,2950,0
0,162,0,0,0,0,0,1,1419,0
1,74,0,0,0,0,0,0,1024,0
1,36,0,0,0,0,0,1,548,0
0,351,0,0,0,0,0,0,164,0
0,266,0,0,0,0,0,1,2060,0
0,9,0,0,0,0,0,1,4321,0
1,31,0,0,0,0,0,0,817,0
0,206,0,0,0,0,0,1,4572,0
0,160,0,0,0,0,0,0,4858,0
0,66,0,0,0,0,0,0,1995,0
0,33,0,0,0,0,0,1,4534,0
0,4,0,0,0,0,0,1,1016,0
1,53,0,0,0,0,0,0,3612,0
1,156,0,0,0,0,0,0,130,1
0,312,0,0,0,0,0,0,4296,0
0,355,0,0,0,0,0,1,1343,0
0,67,0,0,0,0,0,0,1899,0
0,298,0,0,0,0,0,1,4252,0
1,221,0,0,0,0,0,0,781,0
1,64,0,0,0,0,0,0,2468,0
0,106,0,0,0,0,0,0,2561,0
1,254,0,0,0,0,0,1,3752,0
1,192,0,0,0,0,0,1,3101,0
0,86,0,0,0,0,0,1,1595,0
0,278,0,0,0,0,0,0,116,0
1,208,0,0,0,0,0,1,3145,0
0,260,0,0,0,0,0,0,4388,0
0,126,0,0,0,0,0,0,3028,0
1,103,0,0,0,0,0,0,3714,0
0,59,0,0,0,0,0,1,3416,0
0,110,0,0,0,0,0,1,3045,0
1,385,0,0,0,0,0,0,3236,0
0,88,0,0,0,0,0,0,3740,0
1,369,0,0,0,0,0,1,3366,0
0,271,0,0,0,0,0,1,2401,0
0,176,0,0,0,0,0,0,3844,0
0,290,0,0,0,0,0,1,1772,0
0,13,0,0,0,0,0,0,4513,0
0,167,0,0,0,0,0,0,4056,0
1,397,0,0,0,0,0,0,1824,0
0,64,0,0,0,0,0,1,572,0
1,38,0,0,0,0,0,1,784,0
0,194,0,0,0,0,0,1,4376,0
0,89,0,0,0,0,0,1,4752,0
0,121,0,0,0,0,0,0,3667,0
0,181,0,0,0,0,0,0,4090,0
1,200,0,0,0,0,0,0,1417,0
0,363,0,0,0,0,0,0,524,0
1,24,0,0,0,0,0,0,3987,0
1,288,0,0,0,0,0,1,2523,0
1,6,0,0,0,0,0,0,4227,0
0,150,0,0,0,0,0,0,1008,0
1,290,0,0,0,0,0,1,3816,0
0,281,0,0,0,0,0,1,637,0
1,359,0,0,0,0,0,1,1175,0
0,150,0,0,0,0,0,0,4859,0
1,134,0,0,0,0,0,0,1154,0
0,96,0,0,0,0,0,0,2953,0
0,362,0,0,0,0,0,1,4343,0
0,76,0,0,0,0,0,1,1396,0
1,259,0,0,0,0,0,1,4563,0
1,219,0,0,0,0,0,1,1361,0
1,71,0,0,0,0,0,1,37,0
0,249,0,0,0,0,0,1,2919,0
0,153,0,0,0,0,0,0,4338,0
0,171,0,0,0,0,0,1,2834,0
1,324,0,0,0,0,0,0,3987,0
0,399,0,0,0,0,0,1,1382,0
0,58,0,0,0,0,0,1,4459,0
1,373,0,0,0,0,0,1,3867,0
0,35,0,0,0,0,0,0,3129,0
0,102,0,0,0,0,0,1,469,0
1,326,0,0,0,0,0,0,1654,0
0,82,0,0,0,0,0,1,1923,0
1,233,0,0,0,0,0,1,2691,0
0,321,0,0,0,0,0,1,1128,0
0,78,0,0,0,0,0,0,4774,0
1,66,0,0,0,0,0,0,4499,0
0,42,0,0,0,0,0,0,1992,0
0,56,0,0,0,0,0,0,4760,0
0,253,0,0,0,0,0,0,1043,0
0,238,0,0,0,0,0,0,2163,0
1,276,0,0,0,0,0,1,1402,0
0,147,0,0,0,0,0,1,81,0
1,80,0,0,0,0,0,0,1123,0
0,58,0,0,0,0,0,1,3066,0
0,232,0,0,0,0,0,0,3538,0
1,175,0,0,0,0,0,1,3770,0
1,311,0,0,0,0,0,1,3619,0
0,331,0,0,0,0,0,1,1320,0
0,170,0,0,0,0,0,1,4103,0
1,350,0,0,0,0,0,0,2764,0
1,131,0,0,0,0,0,1,2939,0
0,54,0,0,0,0,0,0,1345,0
1,101,0,0,0,0,0,1,2638,0
1,295,0,0,0,0,0,1,1292,0
0,380,0,0,0,0,0,0,4483,0
1,130,0,0,0,0,0,0,25,0
0,360,0,0,0,0,0,1,3706,0
0,206,0,0,0,0,0,0,986,0
1,159,0,0,0,0,0,1,4926,0
1,171,0,0,0,0,0,1,3280,0
1,226,0,0,0,0,0,1,1809,0
0,333,0,0,0,0,0,0,2634,0
1,30,0,0,0,0,0,1,3303,0
0,58,0,0,0,0,0,1,4320,0
0,120,0,0,0,0,0,1,1132,0
1,210,0,0,0,0,0,1,3498,0
0,371,0,0,0,0,0,1,176,0
1,293,0,0,0,0,0,1,828,0
0,399,0,0,0,0,0,0,3118,0
1,113,0,0,0,0,0,1,3921,0
0,17,0,0,0,0,0,0,2174,0
1,194,0,0,0,0,0,0,2170,0
0,231,0,0,0,0,0,1,555,0
0,378,0,0,0,0,0,0,2740,0
0,357,0,0,0,0,0,0,2689,0
1,207,0,0,0,0,0,0,1408,0
0,366,0,0,0,0,0,0,564,0
1,6,0,0,0,0,0,0,2940,0
0,87,0,0,0,0,0,1,736,0
0,109,0,0,0,0,0,1,709,0
0,392,0,0,0,0,0,1,2136,0
1,43,0,0,0,0,0,0,3275,0
1,245,0,0,0,0,0,1,619,0
1,261,0,0,0,0,0,1,2508,0
1,162,0,0,0,0,0,0,3697,0
0,373,0,0,0,0,0,1,806,0
0,91,0,0,0,0,0,0,137,0
0,44,0,0,0,0,0,1,641,0
0,374,0,0,0,0,0,0,2657,0
1,164,0,0,0,0,0,0,1344,0
0,54,0,0,0,0,0,1,1330,0
1,378,0,0,0,0,0,1,279,0
0,385,0,0,0,0,0,1,3734,0
0,257,0,0,0,0,0,1,1587,0
0,45,0,0,0,0,0,0,3957,0
1,90,0,0,0,0,0,1,3376,0
0,351,0,0,0,0,0,1,367,0
1,182,0,0,0,0,0,0,1323,0
1,166,0,0,0,0,0,1,2013,0
1,269,0,0,0,0,0,1,130,0
0,285,0,0,0,0,0,0,2113,0
1,256,0,0,0,0,0,1,1612,0
1,331,0,0,0,0,0,0,3373,0
0,77,0,0,0,0,0,1,3434,0
0,367,0,0,0,0,0,1,4909,0
1,216,0,0,0,0,0,1,1179,0
0,244,0,0,0,0,0,1,1720,0
0,46,0,0,0,0,0,0,1564,0
1,74,0,0,0,0,0,1,2726,0
1,337,0,0,0,0,0,0,4142,1
1,99,0,0,0,0,0,1,227,0
0,393,0,0,0,0,0,1,3149,0
1,121,0,0,0,0,0,1,4569,0
1,211,0,0,0,0,0,1,4199,0
0,275,0,0,0,0,0,0,529,0
1,369,0,0,0,0,0,0,3298,0
1,359,0,0,0,0,0,1,1559,0
1,349,0,0,0,0,0,1,478,0
0,376,0,0,0,0,0,0,4017,0
0,376,0,0,0,0,0,0,864,0
1,47,0,0,0,0,0,0,1415,0
1,118,0,0,0,0,0,1,1359,0
1,113,0,0,0,0,0,1,2838,0
1,210,0,0,0,0,0,1,4358,0
1,15,0,0,0,0,0,1,2374,0
0,389,0,0,0,0,0,0,3544,0
0,217,0,0,0,0,0,0,2609,0
1,74,0,0,0,0,0,0,624,0
1,124,0,0,0,0,0,0,1192,0
0,367,0,0,0,0,0,0,4752,0
0,99,0,0,0,0,0,1,4257,0
1,174,0,0,0,0,0,1,1881,0
1,196,0,0,0,0,0,0,4803,0
1,242,0,0,0,0,0,0,2515,0
1,319,0,0,0,0,0,0,61,1
1,319,0,0,0,0,0,1,4183,0
0,115,0,0,0,0,0,0,788,0
0,6,0,0,0,0,0,1,4491,0
1,123,0,0,0,0,0,1,2838,0
0,143,0,0,0,0,0,1,652,0
1,10,0,0,0,0,0,0,2353,0
0,285,0,0,0,0,0,1,3290,0
0,41,0,0,0,0,0,0,3513,0
1,99,0,0,0,0,0,1,1594,0
1,364,0,0,0,0,0,1,4742,0
1,168,0,0,0,0,0,0,2608,0
0,340,0,0,0,0,0,0,332,0
0,321,0,0,0,0,0,0,1563,0
0,324,0,0,0,0,0,0,2054,0
0,294,0,0,0,0,0,1,56,0
1,65,0,0,0,0,0,0,2645,0
0,163,0,0,0,0,0,1,4893,0
0,200,0,0,0,0,0,1,1152,0
1,195,0,0,0,0,0,1,4534,0
1,372,0,0,0,0,0,1,567,0
1,62,0,0,0,0,0,1,4054,0
1,183,0,0,0,0,0,1,2868,0
1,307,0,0,0,0,0,0,4939,0
0,375,0,0,0,0,0,0,2740,0
1,185,0,0,0,0,0,0,3421,0
1,286,0,0,0,0,0,1,4722,0
0,205,0,0,0,0,0,1,2627,0
0,135,0,0,0,0,0,1,4967,0
1,174,0,0,0,0,0,1,164,0
1,157,0,0,0,0,0,1,2658,0
0,119,0,0,0,0,0,0,3938,0
1,380,0,0,0,0,0,1,3814,0
0,375,0,0,0,0,0,1,2348,0
0,51,0,0,0,0,0,1,3072,0
0,332,0,0,0,0,0,1,4470,0
1,95,0,0,0,0,0,1,3825,0
1,353,0,0,0,0,0,0,368,0
0,140,0,0,0,0,0,0,3562,0
1,70,0,0,0,0,0,0,2446,0
0,355,0,0,0,0,0,1,595,0
0,330,0,0,0,0,0,0,2117,0
1,338,0,0,0,0,0,1,2123,0
1,242,0,0,0,0,0,0,1846,0
1,233,0,0,0,0,0,1,3834,0
0,300,0,0,0,0,0,0,1522,0
1,52,0,0,0,0,0,0,1737,0
0,150,0,0,0,0,0,1,1382,0
0,325,0,0,0,0,0,1,1205,0
1,19,0,0,0,0,0,1,1589,0
